Compound;DrugClass;InChIKey;InChIKeyShort;SMILES
2-EAPB;Arylalkylamines;SGGKRTSTBXBERJ-UHFFFAOYSA-N;SGGKRTSTBXBERJ;CC(NCC)CC(O1)=CC2=C1C=CC=C2
2'-Et-PCP;Arylcyclohexylamines;IZNDXWPBRKDRCE-UHFFFAOYSA-N;IZNDXWPBRKDRCE;C(C)C1C(CCCC1)(C1=CC=CC=C1)N1CCCCC1
2F-deschloroketamine;Arylcyclohexylamines;PHFAGYYTDLITTB-UHFFFAOYSA-N;PHFAGYYTDLITTB;FC1=C(C=CC=C1)C1(C(CCCC1)=O)NC
2-FEC;Cathinones;HTIPESHOKKKFAV-UHFFFAOYSA-N;HTIPESHOKKKFAV;C(C)NC(C(=O)C1=C(C=CC=C1)F)C
2-Fluoro ADB;Cannabinoids;WOONLIUQOOLXHP-LRHAYUFXSA-N;WOONLIUQOOLXHP;CC(C)(C)[C@H](NC(C1=NN(CC(F)CCC)C2=C1C=CC=C2)=O)C(OC)=O
2-Fluoro AMB;Cannabinoids;ZOLPINKONYFTMC-VYIIXAMBSA-N;ZOLPINKONYFTMC;CC(C)[C@@H](C(OC)=O)NC(C1=NN(CC(F)CCC)C2=C1C=CC=C2)=O
2-fluoro Deschloronorketamine;Arylcyclohexylamines;QAAHWOFISODWNS-UHFFFAOYSA-N;QAAHWOFISODWNS;NC1(C(CCCC1)=O)C1=C(C=CC=C1)F
2-Fluoro NNEI;Cannabinoids;HSKUHSPFXOBHMD-UHFFFAOYSA-N;HSKUHSPFXOBHMD;O=C(C1=CN(CC(F)CCC)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3
2-Fluoroamphetamine;Phenethylamines;GDSXNLDTQFFIEU-UHFFFAOYSA-N;GDSXNLDTQFFIEU;CC(N)CC1=CC=CC=C1F
2-Fluorobutyryl fentanyl;Opioids;NLSYMTDGNNFMCX-UHFFFAOYSA-N;NLSYMTDGNNFMCX;CCCC(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)=O
2-fluoroethamphetamine;Phenethylamines;NIWYLNFSJJLYHU-UHFFFAOYSA-N;NIWYLNFSJJLYHU;C(C)NC(CC1=C(C=CC=C1)F)C
2'-Fluorofentanyl;Opioids;HWUYTWQIMNJNNQ-UHFFFAOYSA-N;HWUYTWQIMNJNNQ;CCC(N(C1CCN(CCC2=CC=CC=C2F)CC1)C3=CC=CC=C3)=O
2-Fluorofentanyl;Opioids;CXVOUUHKXFLGQY-UHFFFAOYSA-N;CXVOUUHKXFLGQY;FC1N(CCC(C1)N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1
2-Fluoroisobutyryl fentanyl;Opioids;NEWBKHYGTFTPMC-UHFFFAOYSA-N;NEWBKHYGTFTPMC;CC(C)C(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)=O
2-Fluoro-JWH-019;Cannabinoids;RUJXGVGAOVOROW-UHFFFAOYSA-N;RUJXGVGAOVOROW;FC(CN1C=C(C2=CC=CC=C12)C(=O)C1=CC=CC2=CC=CC=C12)CCCC
2-fluoromethamphetamine;Phenethylamines;XNWIKJYFOIDUGD-UHFFFAOYSA-N;XNWIKJYFOIDUGD;CC(NC)CC1=CC=CC=C1F
2-Fluoroviminol;Opioids;FXQMNNHPOYWWKI-UHFFFAOYSA-N;FXQMNNHPOYWWKI;C(C)(CC)N(CC(O)C=1N(C=CC1)CC1=C(C=CC=C1)F)C(C)CC
2-FMC;Cathinones;DCMOUMKIDLRIBO-UHFFFAOYSA-N;DCMOUMKIDLRIBO;FC1=C(C=CC=C1)C(C(C)NC)=O
2F-PBCHA;Arylcyclohexylamines;SJNUKWGWQAWPPM-UHFFFAOYSA-N;SJNUKWGWQAWPPM;FC1=C(C=CC=C1)C1(C2CCC(C1)C2)N
2F-PBCHPy;Arylcyclohexylamines;JRZMLQIZCXDOFJ-UHFFFAOYSA-N;JRZMLQIZCXDOFJ;FC1=C(C=CC=C1)C1(C2CCC(C1)C2)N2CCCC2
2F-phenmetrazine;Unknown;QTYLEXQVLJYJHT-UHFFFAOYSA-N;QTYLEXQVLJYJHT;CC1NCCOC1C2=CC=CC=C2F
2-FPP;Piperazine derivates;IVTZRJKKXSKXKO-UHFFFAOYSA-N;IVTZRJKKXSKXKO;FC1=CC=CC=C1N2CCNCC2
2-FPPP;Piperidines & pyrrolidines;ZAGWVXYVNFPCLW-UHFFFAOYSA-N;ZAGWVXYVNFPCLW;FC1=CC=CC=C1C(N2CCCC2)CC3=CC=CC=C3
2-HO-PCP;Arylcyclohexylamines;HYRXMRJOHRWNFJ-UHFFFAOYSA-N;HYRXMRJOHRWNFJ;N1(CCCCC1)C1(CCCCC1)C1=C(C=CC=C1)O
2-MABB;Arylalkylamines;YBPPNDUCEMDPJZ-UHFFFAOYSA-N;YBPPNDUCEMDPJZ;CCC(NC)CC(O1)=CC2=C1C=CC=C2
2-MAPB;Arylalkylamines;ANJIDHKQUCZNQY-UHFFFAOYSA-N;ANJIDHKQUCZNQY;CC(NC)CC(O1)=CC2=C1C=CC=C2
2-MEC;Cathinones;DGQUHAZEXMTKBQ-UHFFFAOYSA-N;DGQUHAZEXMTKBQ;CC(NCC)C(C1=CC=CC=C1C)=O
2-Me-DMT;Indolalkylamines;NDGCOWDSLVNLGE-UHFFFAOYSA-N;NDGCOWDSLVNLGE;CC(N1)=C(CCN(C)C)C2=C1C=CC=C2
2-MeO-Ketamine;Arylcyclohexylamines;OYAUVHORXFUVAJ-UHFFFAOYSA-N;OYAUVHORXFUVAJ;O=C1C(NC)(C2=CC=CC=C2OC)CCCC1
2-MeO-PCMo;Arylcyclohexylamines;MABFVFHMFZMFHE-UHFFFAOYSA-N;MABFVFHMFZMFHE;COC1=C(C=CC=C1)C1(CCCCC1)N1CCOCC1
2'-MeO-PCP;Arylcyclohexylamines;FHUOFGBHISRHIG-UHFFFAOYSA-N;FHUOFGBHISRHIG;COC1C(CCCC1)(C1=CC=CC=C1)N1CCCCC1
2-MeO-PCP;Arylcyclohexylamines;LXCWYHACPDONOX-UHFFFAOYSA-N;LXCWYHACPDONOX;COC1=C(C=CC=C1)C1(CCCCC1)N1CCCCC1
2-Me-PCE;Arylcyclohexylamines;RKBZQYTYSMJJGP-UHFFFAOYSA-N;RKBZQYTYSMJJGP;C(C)NC1(CCCCC1)C1=C(C=CC=C1)C
2-Me-PCP;Arylcyclohexylamines;BTVRTYILYFQDEB-UHFFFAOYSA-N;BTVRTYILYFQDEB;CC1=C(C=CC=C1)C1(CCCCC1)N1CCCCC1
2'-Me-PVP;Cathinones;VVIVTDYOMWHKAE-UHFFFAOYSA-N;VVIVTDYOMWHKAE;CC1=C(C=CC=C1)C(C(CCC)N1CCCC1)=O
2-Methoxy butyryl fentanyl;Opioids;RWKPKWZAKCWONI-UHFFFAOYSA-N;RWKPKWZAKCWONI;CCCC(N(C1=CC=CC=C1OC)C2CCN(CCC3=CC=CC=C3)CC2)=O
2-methoxyamphetamine;Phenethylamines;VBAHFEPKESUPDE-UHFFFAOYSA-N;VBAHFEPKESUPDE;CC(N)CC1=CC=CC=C1OC
2-methyl AP-237;Opioids;CRSFXYZFNAFVFC-YRNVUSSQSA-N;CRSFXYZFNAFVFC;CCCC(=O)N1CCN(CC1C)CC=CC2=CC=CC=C2
2-Methyl carfentanil;Opioids;NCXBGGXCWSFMAM-UHFFFAOYSA-N;NCXBGGXCWSFMAM;CC1=C(C=CC=C1)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C(CC)=O
2-Methylamphetamine;Phenethylamines;ZEMQBDFHXOOXLY-UHFFFAOYSA-N;ZEMQBDFHXOOXLY;CC(N)CC1=CC=CC=C1C
2-methylethylbuphedrone;Cathinones;WKVGDVSMHJCRST-UHFFFAOYSA-N;WKVGDVSMHJCRST;C(C)NC(C(=O)C1=C(C=CC=C1)C)CC
2-Methylfentanyl;Opioids;QPDYAAIBZKUFRI-UHFFFAOYSA-N;QPDYAAIBZKUFRI;CC1N(CCC(C1)N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1
2-MMA;Phenethylamines;OEHAYUOVELTAPG-UHFFFAOYSA-N;OEHAYUOVELTAPG;CC(NC)CC1=CC=CC=C1OC
2-MMC;Cathinones;PRGXFAWAMOFULD-UHFFFAOYSA-N;PRGXFAWAMOFULD;CNC(C(=O)C1=C(C=CC=C1)C)C
2-Naphthyl U-47700;Opioids;YRZZSLYUFWBIIK-RTBURBONSA-N;YRZZSLYUFWBIIK;CN([C@H]1[C@@H](CCCC1)N(C(=O)C1=CC2=CC=CC=C2C=C1)C)C
2-NMC;Cathinones;GYXHTKZVPMDHQT-UHFFFAOYSA-N;GYXHTKZVPMDHQT;CN(C(C(C)C)=O)C1=CC=C(C=C1)C
2-Oxo-3-hydroxy-LSD;Indolalkylamines;YSZSHHCNLVHCNV-VRORWYBRSA-N;YSZSHHCNLVHCNV;CCN(CC)C(=O)C1CN(C2CC3(C4=C(C2=C1)C=CC=C4NC3=O)O)C
2-Oxo-Pce;Arylcyclohexylamines;IDLSBAANXISGEI-UHFFFAOYSA-N;IDLSBAANXISGEI;C(C)NC1(C(CCCC1)=O)C1=CC=CC=C1
2'-Oxo-PCP;Arylcyclohexylamines;NVKXODIIEPKREY-UHFFFAOYSA-N;NVKXODIIEPKREY;C1(=CC=CC=C1)C1(C(CCCC1)=O)N1CCCCC1
2'-Oxo-PCPr;Arylcyclohexylamines;ZMEVRCIPFIEDEN-UHFFFAOYSA-N;ZMEVRCIPFIEDEN;C1(=CC=CC=C1)C1(C(CCCC1)=O)NCCC
2PYCP;Arylcyclohexylamines;XOYHYXWCQCHIJH-UHFFFAOYSA-N;XOYHYXWCQCHIJH;N1(CCCCC1)C1(CCCCC1)C1=NC=CC=C1
3-(2,3-Dimethylphenyl)-2-methyl-4-(3H)-quinazolinone;Unknown;JIKUUQKCXVSNPX-UHFFFAOYSA-N;JIKUUQKCXVSNPX;CC1=C(C=CC=C1C)N1C(=NC2=CC=CC=C2C1=O)C
3-(4-hydroxymethylbenzoyl)-1-pentylindole;Cannabinoids;KAXVGIUZJKXDPE-UHFFFAOYSA-N;KAXVGIUZJKXDPE;O=C(C1=CC=C(CO)C=C1)C2=CN(CCCCC)C3=C2C=CC=C3
3-(p-Methoxybenzoyl)-N-methylindole;Cannabinoids;KTTKHPWYMHHUNK-UHFFFAOYSA-N;KTTKHPWYMHHUNK;O=C(C1=CC=C(OC)C=C1)C2=CN(C)C3=C2C=CC=C3
3',3',5'-TriMe-PCP;Arylcyclohexylamines;FXVPCLGZPNGIEM-UHFFFAOYSA-N;FXVPCLGZPNGIEM;CC1(CC(CC(C1)C)(C1=CC=CC=C1)N1CCCCC1)C
3,3-Dimethylfentanyl;Opioids;NEBDAIASWHLNNP-UHFFFAOYSA-N;NEBDAIASWHLNNP;CC1(CN(CCC1N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1)C
3,4-CFP;Piperazine derivates;MKXFXPRJCBUTLX-UHFFFAOYSA-N;MKXFXPRJCBUTLX;FC1=CC=C(N2CCNCC2)C=C1Cl
3,4-dichloro-alpha-Pyrrolidinoisohexanophenone;Cathinones;LDEMVXKUGOTTEE-UHFFFAOYSA-N;LDEMVXKUGOTTEE;ClC=1C=C(C=CC1Cl)C(C(CC(C)C)N1CCCC1)=O
3,4-Dichloromethylphenidate;Piperidines & pyrrolidines;JUKMAYKVHWKRKY-UHFFFAOYSA-N;JUKMAYKVHWKRKY;ClC=1C=C(C=CC1Cl)C(C(=O)OC)C1NCCCC1
3,4-dichloro-N,N-cyclohexylmethylmethcathinone;Cathinones;YOJYFWVGILSSIW-UHFFFAOYSA-N;YOJYFWVGILSSIW;CC(N(C1CCCCC1)C)C(C2=CC=C(Cl)C(Cl)=C2)=O
3,4-difluoro Isopropyl U-47700;Opioids;PKDZZLVKOGJANU-IAGOWNOFSA-N;PKDZZLVKOGJANU;FC=1C=C(C(=O)N(C(C)C)[C@H]2[C@@H](CCCC2)N(C)C)C=CC1F
3,4-difluoro Propyl U-47700;Opioids;RVTOLUMXMICZQI-UHFFFAOYSA-N;RVTOLUMXMICZQI;CN(C1C(CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)CCC)C
3,4-difluoro U-49900;Opioids;PEGDKTUISFACAJ-IAGOWNOFSA-N;PEGDKTUISFACAJ;C(C)N([C@H]1[C@@H](CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)C)CC
3,4-difluoro U-50488;Opioids;SLVWKYAQSZKFAZ-QZTJIDSGSA-N;SLVWKYAQSZKFAZ;FC=1C=C(C=CC1F)CC(=O)N([C@H]1[C@@H](CCCC1)N1CCCC1)C
3,4-difluoro-N,N-didesmethyl U-47700;Opioids;QMTPIBCBVAFSGN-CHWSQXEVSA-N;QMTPIBCBVAFSGN;N[C@H]1[C@@H](CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)C
3,4-Difluoro-U-47700;Opioids;NKTBCDDEERGNEI-UHFFFAOYSA-N;NKTBCDDEERGNEI;CN(C1C(CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)C)C
3,4-Dihydroxyamphetamine;Phenethylamines;KSRGADMGIRTXAF-UHFFFAOYSA-N;KSRGADMGIRTXAF;NC(CC=1C=C(C(=CC1)O)O)C
3,4-dimethoxy-a-PHP;Cathinones;KAWWDIAYCGMAPE-UHFFFAOYSA-N;KAWWDIAYCGMAPE;CCCCC(N1CCCC1)C(C2=CC=C(OC)C(OC)=C2)=O
3,4-dimethoxy-a-PVP;Cathinones;AGRVUDWDZKZCAA-UHFFFAOYSA-N;AGRVUDWDZKZCAA;CCCC(N1CCCC1)C(C2=CC=C(OC)C(OC)=C2)=O
3,4-Dimethyl Alpha-PVP;Cathinones;IKKXRCRMSQZNLG-UHFFFAOYSA-N;IKKXRCRMSQZNLG;CC=1C=C(C=CC1C)C(C(CCC)N1CCCC1)=O
3,4-Dimethylethcathinone (3,4-DMEC);Cathinones;AOXOTNQJKCPNGK-UHFFFAOYSA-N;AOXOTNQJKCPNGK;CC(NCC)C(C1=CC=C(C)C(C)=C1)=O
3,4-dimethylmethcathinone noreph. metab.;Unknown;WIKRRQKIMRAREF-UHFFFAOYSA-N;WIKRRQKIMRAREF;CC(N)C(C1=CC=C(C)C(C)=C1)O
3,4-DMA;Phenethylamines;KAZPHAGSWZTKDW-UHFFFAOYSA-N;KAZPHAGSWZTKDW;CC(N)CC1=CC=C(OC)C(OC)=C1
3,4-DMA NBOMe;Phenethylamines;RKXGZUWEWZYDAS-UHFFFAOYSA-N;RKXGZUWEWZYDAS;CC(NCC1=CC=CC=C1OC)CC2=CC=C(OC)C(OC)=C2
3,4-DMAR;Unknown;AINPTMZQNYUGDW-UHFFFAOYSA-N;AINPTMZQNYUGDW;N=C1OC(C2=CC=CC=C2)C(C)N1C
3,4-DMMC;Cathinones;IBZRXTVDTGVBIS-UHFFFAOYSA-N;IBZRXTVDTGVBIS;CC(NC)C(C1=CC=C(C)C(C)=C1)=O
3,4-EDMA;Phenethylamines;UJKWLAZYSLJTKA-UHFFFAOYSA-N;UJKWLAZYSLJTKA;O1CCOC2=C1C=C(C=C2)CC(C)NC
3,4-EDMC;Cathinones;MRFMNGZRIIBJTB-UHFFFAOYSA-N;MRFMNGZRIIBJTB;O1CCOC2=C1C=CC(=C2)C(C(C)NC)=O
3,4-ethylenedioxy U-47700;Opioids;KKMGSAIPMRCJFU-UHFFFAOYSA-N;KKMGSAIPMRCJFU;CN(C1C(CCCC1)N(C(=O)C1=CC2=C(OCCO2)C=C1)C)C
3,4-ethylenedioxy U-51754;Opioids;XJOJZKGOCBYKGW-UHFFFAOYSA-N;XJOJZKGOCBYKGW;O1CCOC2=C1C=CC(=C2)CC(=O)N(C)C2C(CCCC2)N(C)C
3,4-HHMA;Phenethylamines;NTCPGTZTPGFNOM-UHFFFAOYSA-N;NTCPGTZTPGFNOM;OC1=CC=C(CC(NC)C)C=C1O
3,4-MDMA methylene homologue;Phenethylamines;OUDAACSONIJLOT-UHFFFAOYSA-N;OUDAACSONIJLOT;CNCC(CC1=CC2=C(OCO2)C=C1)C
3,4-MDPA;Phenethylamines;LBXMQBTXOLBCCA-UHFFFAOYSA-N;LBXMQBTXOLBCCA;CCCNC(C)CC1=CC=C(OCO2)C2=C1
3,4-MD-PCP;Arylcyclohexylamines;ANUGFLCSICVCSB-UHFFFAOYSA-N;ANUGFLCSICVCSB;O1COC2=C1C=CC(=C2)C2(CCCCC2)N2CCCCC2
3,4-methylenedioxy U-47700;Opioids;UUAVKYBZWVMWSM-UHFFFAOYSA-N;UUAVKYBZWVMWSM;CN(C1C(CCCC1)N(C(=O)C1=CC2=C(OCO2)C=C1)C)C
3,4-Methylenedioxy-5-methylethcathinone;Cathinones;YCLKQJDSTUZDKJ-UHFFFAOYSA-N;YCLKQJDSTUZDKJ;C(C)NC(C(=O)C1=CC2=C(OCO2)C(=C1)C)C
3,4-Methylenedioxy-alpha-Isopropylaminobutiophenone;Cathinones;YLUWYCAYKBCHRS-UHFFFAOYSA-N;YLUWYCAYKBCHRS;O1COC2=C1C=CC(=C2)C(C(CC)NC(C)C)=O
3,4-Methylenedioxy-alpha-methylPPP;Cathinones;QEVPOSURBZYOOK-UHFFFAOYSA-N;QEVPOSURBZYOOK;CC(N1CCCC1)(C)C(C2=CC=C(OCO3)C3=C2)=O
3,4-Methylenedioxy-PV9;Cathinones;SUZXRHPREJMNOG-UHFFFAOYSA-N;SUZXRHPREJMNOG;CCCCCCC(N1CCCC1)C(C2=CC=C(OCO3)C3=C2)=O
3,4-Trimethylene-alpha-PVP;Cathinones;NBZPCEWLKPSIIL-UHFFFAOYSA-N;NBZPCEWLKPSIIL;CCCC(N1CCCC1)C(C2=CC3=C(CCC3)C=C2)=O
3,4-Trimethylenepentedrone;Cathinones;ZCTUUSNQUQURDL-UHFFFAOYSA-N;ZCTUUSNQUQURDL;CCCC(NC)C(C1=CC2=C(CCC2)C=C1)=O
3,5-ADB-4en-PFUPPYCA;Cannabinoids;JPCQBOGNKSMAIE-UHFFFAOYSA-N;JPCQBOGNKSMAIE;NC(C(C(C)(C)C)NC(=O)C1=CC(=NN1CCCC=C)C1=CC=C(C=C1)F)=O
3',5'-Dimethoxyfentanyl;Opioids;RQHGLIKWZWLKSN-UHFFFAOYSA-N;RQHGLIKWZWLKSN;CCC(N(C1CCN(CCC2=CC(OC)=CC(OC)=C2)CC1)C3=CC=CC=C3)=O
3,5-Dimethyl-cyclopentylfentanyl;Opioids;FQDREKPGLXKWFU-UHFFFAOYSA-N;FQDREKPGLXKWFU;CC1CN(CC(C1N(C(=O)C1CCCC1)C1=CC=CC=C1)C)CCC1=CC=CC=C1
3,5-Dimethylfentanyl;Opioids;HUUKSTIPSCSVRS-UHFFFAOYSA-N;HUUKSTIPSCSVRS;CC1CN(CC(C1N(C(CC)=O)C1=CC=CC=C1)C)CCC1=CC=CC=C1
3,6-DMPM;Unknown;FZEIVUHEODGHML-UHFFFAOYSA-N;FZEIVUHEODGHML;CC1OC(C2=CC=CC=C2)C(C)NC1
30C-NBOMe;Phenethylamines;ZQYYVTABADQBTJ-UHFFFAOYSA-N;ZQYYVTABADQBTJ;COC1=C(OC)C(OC)=CC(CNCCC2=CC(OC)=C(Cl)C=C2OC)=C1
3'-4'-Dichloro-3''-fluorofentanyl;Opioids;ZXOGKUBHZVORAQ-UHFFFAOYSA-N;ZXOGKUBHZVORAQ;ClC=1C=C(C=CC1Cl)N(C(CC)=O)C1CCN(CC1)CCC1=CC(=CC=C1)F
3-4-MD-a-PBP;Cathinones;WSHMCTYRXPAUIH-UHFFFAOYSA-N;WSHMCTYRXPAUIH;O1COC2=C1C=CC(=C2)C(CC(CC)N2CCCC2)=O
3'-4'-Methylenedioxyfentanyl;Opioids;IUMZLCAPJMIXCX-UHFFFAOYSA-N;IUMZLCAPJMIXCX;O1COC2=C1C=CC(=C2)N(C(CC)=O)C2CCN(CC2)CCC2=CC=CC=C2
3-AcO-PCP;Arylcyclohexylamines;RGGCGAGCOULBPE-UHFFFAOYSA-N;RGGCGAGCOULBPE;C(C)(=O)OC1=CC(=CC=C1)C1(CCCCC1)N1CCCCC1
3-Allylfentanyl;Opioids;BZXKQFFMDLTPJL-LADGPHEKSA-N;BZXKQFFMDLTPJL;CCC(N([C@H]1[C@@H](CC=C)CN(CCC2=CC=CC=C2)CC1)C3=CC=CC=C3)=O
3-amino-1-phenyl-butane;Phenethylamines;WECUIGDEWBNQJJ-UHFFFAOYSA-N;WECUIGDEWBNQJJ;CC(N)CCC1=CC=CC=C1
3-Anilinopiperidine;Piperidines & pyrrolidines;JQDNZFYQBNCCRO-UHFFFAOYSA-N;JQDNZFYQBNCCRO;C1(=CC=CC=C1)NC1CNCCC1
3-Bromoamphetamine;Phenethylamines;ATRSAWXXYCBXLI-UHFFFAOYSA-N;ATRSAWXXYCBXLI;NC(C)CC1=CC=CC(Br)=C1
3-Bromomethamphetamine;Phenethylamines;NJECBXFYELEKOF-UHFFFAOYSA-N;NJECBXFYELEKOF;CC(NC)CC1=CC=CC(Br)=C1
3-Bromomethcathinone;Cathinones;PXLYROINIXKFAW-UHFFFAOYSA-N;PXLYROINIXKFAW;CC(NC)C(C1=CC=CC(Br)=C1)=O
3-Br-PCP;Arylcyclohexylamines;XOWZOUBXSWOPRT-UHFFFAOYSA-N;XOWZOUBXSWOPRT;BrC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1
3-CAF;Cannabinoids;VBZWFDNXUJTAGG-UHFFFAOYSA-N;VBZWFDNXUJTAGG;O=C(C1=NN(C2=CC=CC=C2F)C3=C1C=CC=C3)OC4=CC=C5C=CC=CC5=C4
3C-B-fly;Phenethylamines;FKRREVSELFOLDT-UHFFFAOYSA-N;FKRREVSELFOLDT;BrC1=C2OCCC2=C(C=2OCCC21)CC(N)C
3-CDMC;Cathinones;UYZAXUWVJGHEFL-UHFFFAOYSA-N;UYZAXUWVJGHEFL;ClC=1C=C(C=CC1)C(C(C)N(C)C)=O
3C-E;Phenethylamines;AHLXCGRWNKUNTQ-UHFFFAOYSA-N;AHLXCGRWNKUNTQ;C(C)OC1=C(C=C(C=C1OC)CC(C)N)OC
3-CF3O-PCP;Arylcyclohexylamines;MVHPSAFYEQLIAE-UHFFFAOYSA-N;MVHPSAFYEQLIAE;FC(OC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1)(F)F
3-Chlorocathinone;Cathinones;RDWWHMAISJGIDU-UHFFFAOYSA-N;RDWWHMAISJGIDU;NC(C(=O)C1=CC(=CC=C1)Cl)C
3-chloroethcathinone;Cathinones;ZMJIUWPWADQNLC-UHFFFAOYSA-N;ZMJIUWPWADQNLC;CC(NCC)C(C1=CC=CC(Cl)=C1)=O
3-Cl-PCE;Arylcyclohexylamines;NKJZUWAFQMILLG-UHFFFAOYSA-N;NKJZUWAFQMILLG;ClC=1C=C(C=CC1)C1(CCCCC1)NCC
3Cl-PCP;Arylcyclohexylamines;HUHBTESMMFLCAN-UHFFFAOYSA-N;HUHBTESMMFLCAN;ClC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1
3-CMC;Cathinones;VOEFELLSAAJCHJ-UHFFFAOYSA-N;VOEFELLSAAJCHJ;ClC=1C=C(C=CC1)C(C(C)NC)=O
3C-P;Phenethylamines;KKMCHCCXGKYEKJ-UHFFFAOYSA-N;KKMCHCCXGKYEKJ;COC=1C=C(C=C(C1OCCC)OC)CC(C)N
3-CPM;Unknown;BOFUZZAQNVYZFF-UHFFFAOYSA-N;BOFUZZAQNVYZFF;ClC=1C=C(C=CC1)C1C(NCCO1)C
3-EMC;Cathinones;XKZMMQQSZJUMDL-UHFFFAOYSA-N;XKZMMQQSZJUMDL;CCC1=CC(=CC=C1)C(=O)C(C)NC
3-ethoxy-4-methoxy N,N-Diethylhexedrone;Cathinones;HXZZSYZBDZXENQ-UHFFFAOYSA-N;HXZZSYZBDZXENQ;C(C)N(C(C(=O)C1=CC(=C(C=C1)OC)OCC)CCCC)CC
3-ethoxy-4-methoxy N,N-Diethylpentedrone;Cathinones;QRJURERSBMBNQC-UHFFFAOYSA-N;QRJURERSBMBNQC;C(C)N(C(C(=O)C1=CC(=C(C=C1)OC)OCC)CCC)CC
3-Ethylfentanyl;Opioids;PQLVKUAUCQNNAZ-UHFFFAOYSA-N;PQLVKUAUCQNNAZ;C(C)C1CN(CCC1N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1
3-EtO-PCA;Arylcyclohexylamines;GYFGFULQWIAVDK-UHFFFAOYSA-N;GYFGFULQWIAVDK;C(C)OC=1C=C(C=CC1)C1(CCCCC1)N
3-EtO-PCP;Arylcyclohexylamines;QFQQAQVQHCJJMA-UHFFFAOYSA-N;QFQQAQVQHCJJMA;C(C)OC=1C=C(C=CC1)C1(CCCCC1)N1CCCCC1
3F-4-ANBP;Opioids;JYODDJCWJLLETL-UHFFFAOYSA-N;JYODDJCWJLLETL;FC1=CC(NC2CCN(CC3=CC=CC=C3)CC2)=CC=C1
3-FA;Phenethylamines;PIOCLGPCMNPZFT-UHFFFAOYSA-N;PIOCLGPCMNPZFT;FC=1C=C(C=CC1)CC(N)C
3F-alpha-PHP;Cathinones;CVMQYIITOOHIOA-UHFFFAOYSA-N;CVMQYIITOOHIOA;FC=1C=C(C=CC1)C(C(CCCC)N1CCCC1)=O
3F-alpha-PiHP;Cathinones;YIDHTOZIUGUEHM-UHFFFAOYSA-N;YIDHTOZIUGUEHM;FC=1C=C(C=CC1)C(C(CC(C)C)N1CCCC1)=O
3F-alpha-PVP;Cathinones;GPAALPLKXRJJDE-UHFFFAOYSA-N;GPAALPLKXRJJDE;CCCC(N1CCCC1)C(C2=CC=CC(F)=C2)=O
3F-AMB;Cannabinoids;YPUVLRMGECVDHZ-VYIIXAMBSA-N;YPUVLRMGECVDHZ;CC(C)[C@H](NC(C1=NN(CCC(F)CC)C2=C1C=CC=C2)=O)C(OC)=O
3-FEA;Phenethylamines;CKPWHLGHHXSVJI-UHFFFAOYSA-N;CKPWHLGHHXSVJI;C(C)NC(CC1=CC(=CC=C1)F)C
3-FEC;Cathinones;DTCAGAIFZCHZFO-UHFFFAOYSA-N;DTCAGAIFZCHZFO;C(C)NC(C(=O)C1=CC(=CC=C1)F)C
3-Fluoro ADB;Cannabinoids;PDDCMTWVXIMOHY-LRHAYUFXSA-N;PDDCMTWVXIMOHY;CC(C)(C)[C@H](NC(C1=NN(CCC(F)CC)C2=C1C=CC=C2)=O)C(OC)=O
3-fluoro Deschloroketamine;Arylcyclohexylamines;SLRWGPTWJAJHDF-UHFFFAOYSA-N;SLRWGPTWJAJHDF;FC=1C=C(C=CC1)C1(C(CCCC1)=O)NC
3-Fluoro NNEI;Cannabinoids;SVAFPMQCQHIESM-UHFFFAOYSA-N;SVAFPMQCQHIESM;O=C(C1=CN(CCC(F)CC)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3
3-fluoro-4-methyl-alpha-Pyrrolidinovalerophenone;Cathinones;DFVDEIXKQBUPQZ-UHFFFAOYSA-N;DFVDEIXKQBUPQZ;FC=1C=C(C=CC1C)C(C(CCC)N1CCCC1)=O
3-Fluoro-isomethcathinone;Cathinones;MUBZMPVAWPRHPN-UHFFFAOYSA-N;MUBZMPVAWPRHPN;CC(C(C1=CC=CC(F)=C1)NC)=O
3-Fluorophenmetrazine;Unknown;VHYVKJAQSJCYCK-UHFFFAOYSA-N;VHYVKJAQSJCYCK;FC=1C=C(C=CC1)C1C(NCCO1)C
