Compound,DrugClass,InChIKey,InChIKeyShort,SMILES,Predicted_IE,Low_IE_boundary,High_IE_boundary
2C-B,Phenethylamines,YMHOBZXQZVXHBM-UHFFFAOYSA-N,YMHOBZXQZVXHBM,BrC1=CC(=C(C=C1OC)CCN)OC,1.934643980605038,1.922864270938219,2.3734777219589245
2C-B aminorex,Unknown,XUTCHZHTIDHQOP-UHFFFAOYSA-N,XUTCHZHTIDHQOP,NC1=NCC(C2=CC(OC)=C(Br)C=C2OC)O1,2.657509915730854,2.3140714952827826,3.0589765695043574
2C-B-BZP,Piperazine derivates,OHXVYXBOJDDYJS-UHFFFAOYSA-N,OHXVYXBOJDDYJS,COC1=C(Br)C=C(OC)C(CN2CCNCC2)=C1,3.36649015214502,2.803477137499141,3.36649015214502
2C-B-FLY,Phenethylamines,YZDFADGMVOSVIX-UHFFFAOYSA-N,YZDFADGMVOSVIX,BrC1=C2C(=C(C=3CCOC31)CCN)OCC2,2.3056718865014516,2.003102011071617,2.4373012458634715
2C-B-FLY-NBOMe,Phenethylamines,CUFCITSPWAZWHS-UHFFFAOYSA-N,CUFCITSPWAZWHS,BrC1=C(OCC2)C2=C(CCNCC3=CC=CC=C3OC)C4=C1CCO4,3.9778426468802737,3.1012511189798992,3.9778426468802737
2C-C,Phenethylamines,CGKQFIWIPSIVAS-UHFFFAOYSA-N,CGKQFIWIPSIVAS,NCCC1=CC(OC)=C(Cl)C=C1OC,1.7966011730970712,1.771984744352763,2.2154329115346068
2C-D,Phenethylamines,UNQQFDCVEMVQHM-UHFFFAOYSA-N,UNQQFDCVEMVQHM,NCCC1=CC(OC)=C(C)C=C1OC,2.1112364779745088,2.025083392319323,2.392170618946114
2-CDMC,Cathinones,MCNQZCHJBLFDHK-UHFFFAOYSA-N,MCNQZCHJBLFDHK,ClC1=C(C=CC=C1)C(C(C)N(C)C)=O,3.404335259312679,3.0040080419017463,3.467908866341535
2C-E,Phenethylamines,VDRGNAMREYBIHA-UHFFFAOYSA-N,VDRGNAMREYBIHA,C(C)C1=CC(=C(C=C1OC)CCN)OC,2.272084411611309,2.000454078077732,2.432546559834759
2-CEC,Cathinones,SSLLMDUMCHGPJN-UHFFFAOYSA-N,SSLLMDUMCHGPJN,CC(NCC)C(C1=CC=CC=C1Cl)=O,3.1756405701031887,2.9395964693176695,3.3620273481009226
2C-E-FLY,Phenethylamines,JLKXEQOGLSSESL-UHFFFAOYSA-N,JLKXEQOGLSSESL,NCCC1=C2C(OCC2)=C(CC)C3=C1OCC3,2.515274536087091,2.04853843611462,2.7006946681190374
2C-F,Phenethylamines,QAVFEDRVOUKIPM-UHFFFAOYSA-N,QAVFEDRVOUKIPM,NCCC1=CC(OC)=C(F)C=C1OC,1.9677796216112702,1.9572470278786889,2.3718846661639708
2C-G,Phenethylamines,NFOHGLKGLZIHJQ-UHFFFAOYSA-N,NFOHGLKGLZIHJQ,NCCC1=CC(OC)=C(C)C(C)=C1OC,2.3265474156649812,2.0451587086045504,2.438677059587896
2C-G-4,Phenethylamines,LBXJFOGUUUOECQ-UHFFFAOYSA-N,LBXJFOGUUUOECQ,COC1=C2CCCCC2=C(C(=C1)CCN)OC,2.6133249728902497,2.072448622816527,2.7022291736686537
2C-G-N,Phenethylamines,VKWQEEWEGKDTDE-UHFFFAOYSA-N,VKWQEEWEGKDTDE,COC1=CC(=C(C2=CC=CC=C21)OC)CCN,2.6133249728902497,2.072448622816527,2.7022291736686537
2C-H,Phenethylamines,WNCUVUUEJZEATP-UHFFFAOYSA-N,WNCUVUUEJZEATP,COC1=C(C=C(C=C1)OC)CCN,1.9451222444587417,1.8823608105871221,2.355141811573511
"2-Chloro-4,5-MDMA",Phenethylamines,UUGIOXDVHPQROZ-UHFFFAOYSA-N,UUGIOXDVHPQROZ,CC(NC)CC1=C(Cl)C=C(OCO2)C2=C1,3.02827983925876,2.780070258251733,3.1096622963356384
2-chloro-MDA,Unknown,RLXSVYSNRAKQGZ-UHFFFAOYSA-N,RLXSVYSNRAKQGZ,ClC1=C(CC(N)C)C=C2C(=C1)OCO2,2.794559052255173,2.3954364704941935,2.8530807058977867
2C-I,Phenethylamines,PQHQBRJAAZQXHL-UHFFFAOYSA-N,PQHQBRJAAZQXHL,COC1=C(I)C=C(OC)C(CCN)=C1,1.8076893866582282,1.7919733520602437,2.2513794720109677
2C-iP,Phenethylamines,XUGPCRRUMVWELT-UHFFFAOYSA-N,XUGPCRRUMVWELT,NCCC1=CC(OC)=C(C(C)C)C=C1OC,2.3997984720194925,1.9287824660853097,2.489629180717738
2-Cl-2'-Oxo-PCP,Arylcyclohexylamines,DYGJDXXZERKWKD-UHFFFAOYSA-N,DYGJDXXZERKWKD,ClC1=C(C=CC=C1)C1(C(CCCC1)=O)N1CCCCC1,3.3759927335428443,2.8975785167418335,3.7757455816428163
2-Cl-PCP,Arylcyclohexylamines,VGOZTBWNYAPRMU-UHFFFAOYSA-N,VGOZTBWNYAPRMU,ClC1=C(C=CC=C1)C1(CCCCC1)N1CCCCC1,3.933309909561767,3.666662450121734,3.989525831885254
2-CMC,Cathinones,UHVGPEBZWPKWNT-UHFFFAOYSA-N,UHVGPEBZWPKWNT,ClC1=C(C=CC=C1)C(C(C)NC)=O,3.4367802529921874,2.673331188792131,3.4367802529921874
2C-N,Phenethylamines,ZMUSDZGRRJGRAO-UHFFFAOYSA-N,ZMUSDZGRRJGRAO,NCCC1=CC(OC)=C([N+]([O-])=O)C=C1OC,2.420095425186937,2.0607532628062897,2.7805829477836035
2C-O-4,Phenethylamines,UBNHYNYMUORHAM-UHFFFAOYSA-N,UBNHYNYMUORHAM,CC(C)OC1=C(C=C(C=C1OC)CCN)OC,2.5941427121149783,1.8955169650375931,2.8952104139387673
2C-P,Phenethylamines,PZJOKFZGPTVNBF-UHFFFAOYSA-N,PZJOKFZGPTVNBF,COC1=C(CCN)C=C(OC)C(CCC)=C1,2.5594379844195645,1.9179995483724461,2.597157723355114
2C-T,Phenethylamines,UPZMYCMLLQTYEM-UHFFFAOYSA-N,UPZMYCMLLQTYEM,CSC1=C(OC)C=C(CCN)C(OC)=C1,2.272084411611309,2.000454078077732,2.432546559834759
2C-T-2,Phenethylamines,HCWQGDLBIKOJPM-UHFFFAOYSA-N,HCWQGDLBIKOJPM,C(C)SC1=CC(=C(C=C1OC)CCN)OC,2.5594379844195645,1.9179995483724461,2.597157723355114
2C-T-21,Phenethylamines,ZBUUUKBTOCTOPW-UHFFFAOYSA-N,ZBUUUKBTOCTOPW,FCCSC1=C(OC)C=C(CCN)C(OC)=C1,2.4817504832985806,1.9173415175322848,2.527050649012019
2C-T-4,Phenethylamines,HDYZSVKZKDPLDT-UHFFFAOYSA-N,HDYZSVKZKDPLDT,COC1=C(C=C(C(=C1)SC(C)C)OC)CCN,2.5952788033017944,1.8660330549035384,2.6847079460130185
2C-T-7,Phenethylamines,OLEVEPDJOFPJTF-UHFFFAOYSA-N,OLEVEPDJOFPJTF,COC1=C(C=C(C(=C1)SCCC)OC)CCN,2.6165721313773083,1.9630365670372418,2.699868630204366
2C-TFM,Phenethylamines,LYXGNMLWYONZID-UHFFFAOYSA-N,LYXGNMLWYONZID,NCCC1=CC(OC)=C(C(F)(F)F)C=C1OC,2.788107801982005,2.754064457701465,3.0944851923903984
2-diphenylmethylpyrrolidine,Piperidines & pyrrolidines,OXOBKZZXZVFOBB-UHFFFAOYSA-N,OXOBKZZXZVFOBB,C1(C(C2=CC=CC=C2)C3=CC=CC=C3)NCCC1,4.575405128105562,3.646490471061111,4.575405128105562
2-EAPB,Arylalkylamines,SGGKRTSTBXBERJ-UHFFFAOYSA-N,SGGKRTSTBXBERJ,CC(NCC)CC(O1)=CC2=C1C=CC=C2,3.7403083047274106,3.0675906316845785,3.7403083047274106
2'-Et-PCP,Arylcyclohexylamines,IZNDXWPBRKDRCE-UHFFFAOYSA-N,IZNDXWPBRKDRCE,C(C)C1C(CCCC1)(C1=CC=CC=C1)N1CCCCC1,3.8574315099535843,3.463355316547263,3.8574315099535843
2F-deschloroketamine,Arylcyclohexylamines,PHFAGYYTDLITTB-UHFFFAOYSA-N,PHFAGYYTDLITTB,FC1=C(C=CC=C1)C1(C(CCCC1)=O)NC,3.455304778739731,3.070412160570952,3.519166646378727
2-FEC,Cathinones,HTIPESHOKKKFAV-UHFFFAOYSA-N,HTIPESHOKKKFAV,C(C)NC(C(=O)C1=C(C=CC=C1)F)C,3.2929139777730243,3.015379245953267,3.4429833084838886
2-Fluoro ADB,Cannabinoids,WOONLIUQOOLXHP-LRHAYUFXSA-N,WOONLIUQOOLXHP,CC(C)(C)[C@H](NC(C1=NN(CC(F)CCC)C2=C1C=CC=C2)=O)C(OC)=O,3.0590969341106153,2.513719570336842,3.3564370066776097
2-Fluoro AMB,Cannabinoids,ZOLPINKONYFTMC-VYIIXAMBSA-N,ZOLPINKONYFTMC,CC(C)[C@@H](C(OC)=O)NC(C1=NN(CC(F)CCC)C2=C1C=CC=C2)=O,3.1057854517607137,2.47547792972723,3.2619683701576783
2-fluoro Deschloronorketamine,Arylcyclohexylamines,QAAHWOFISODWNS-UHFFFAOYSA-N,QAAHWOFISODWNS,NC1(C(CCCC1)=O)C1=C(C=CC=C1)F,2.6109043338712743,2.5114513901445177,3.1527734217050645
2-Fluoro NNEI,Cannabinoids,HSKUHSPFXOBHMD-UHFFFAOYSA-N,HSKUHSPFXOBHMD,O=C(C1=CN(CC(F)CCC)C2=C1C=CC=C2)NC3=C4C=CC=CC4=CC=C3,4.159795907204327,3.505775752200854,4.159795907204327
2-Fluoroamphetamine,Phenethylamines,GDSXNLDTQFFIEU-UHFFFAOYSA-N,GDSXNLDTQFFIEU,CC(N)CC1=CC=CC=C1F,3.590361163849461,1.8338409672140688,3.6611739462654196
2-Fluorobutyryl fentanyl,Opioids,NLSYMTDGNNFMCX-UHFFFAOYSA-N,NLSYMTDGNNFMCX,CCCC(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)=O,4.1107221134393805,3.525361083519405,4.1107221134393805
2-fluoroethamphetamine,Phenethylamines,NIWYLNFSJJLYHU-UHFFFAOYSA-N,NIWYLNFSJJLYHU,C(C)NC(CC1=C(C=CC=C1)F)C,3.8775142376327802,3.0727588707247246,3.8775142376327802
2'-Fluorofentanyl,Opioids,HWUYTWQIMNJNNQ-UHFFFAOYSA-N,HWUYTWQIMNJNNQ,CCC(N(C1CCN(CCC2=CC=CC=C2F)CC1)C3=CC=CC=C3)=O,4.194427408532055,3.657886471229336,4.194427408532055
2-Fluorofentanyl,Opioids,CXVOUUHKXFLGQY-UHFFFAOYSA-N,CXVOUUHKXFLGQY,FC1N(CCC(C1)N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1,3.6109485655286635,3.2803865597127935,3.849588875375097
2-Fluoroisobutyryl fentanyl,Opioids,NEWBKHYGTFTPMC-UHFFFAOYSA-N,NEWBKHYGTFTPMC,CC(C)C(N(C1=CC=CC=C1F)C2CCN(CCC3=CC=CC=C3)CC2)=O,4.152049088872927,3.5292239921374917,4.152049088872927
2-Fluoro-JWH-019,Cannabinoids,RUJXGVGAOVOROW-UHFFFAOYSA-N,RUJXGVGAOVOROW,FC(CN1C=C(C2=CC=CC=C12)C(=O)C1=CC=CC2=CC=CC=C12)CCCC,4.508553167022974,3.7732967667112987,4.508553167022974
2-fluoromethamphetamine,Phenethylamines,XNWIKJYFOIDUGD-UHFFFAOYSA-N,XNWIKJYFOIDUGD,CC(NC)CC1=CC=CC=C1F,4.211746925755459,2.755863499417931,4.214859732188913
2-Fluoroviminol,Opioids,FXQMNNHPOYWWKI-UHFFFAOYSA-N,FXQMNNHPOYWWKI,C(C)(CC)N(CC(O)C=1N(C=CC1)CC1=C(C=CC=C1)F)C(C)CC,3.9312384827613096,3.218123040101071,3.9312384827613096
2-FMC,Cathinones,DCMOUMKIDLRIBO-UHFFFAOYSA-N,DCMOUMKIDLRIBO,FC1=C(C=CC=C1)C(C(C)NC)=O,3.5692977444193956,2.7864265819464857,3.5692977444193956
2F-PBCHA,Arylcyclohexylamines,SJNUKWGWQAWPPM-UHFFFAOYSA-N,SJNUKWGWQAWPPM,FC1=C(C=CC=C1)C1(C2CCC(C1)C2)N,3.6445877488308067,2.84353409853777,3.6445877488308067
2F-PBCHPy,Arylcyclohexylamines,JRZMLQIZCXDOFJ-UHFFFAOYSA-N,JRZMLQIZCXDOFJ,FC1=C(C=CC=C1)C1(C2CCC(C1)C2)N2CCCC2,3.8545859025125946,3.485458190969643,3.8545859025125946
2F-phenmetrazine,Unknown,QTYLEXQVLJYJHT-UHFFFAOYSA-N,QTYLEXQVLJYJHT,CC1NCCOC1C2=CC=CC=C2F,3.2504737367591163,3.05236739647538,3.5301364251959377
2-FPP,Piperazine derivates,IVTZRJKKXSKXKO-UHFFFAOYSA-N,IVTZRJKKXSKXKO,FC1=CC=CC=C1N2CCNCC2,3.0383967221781534,2.8284831483899757,3.2044717651265944
2-FPPP,Piperidines & pyrrolidines,ZAGWVXYVNFPCLW-UHFFFAOYSA-N,ZAGWVXYVNFPCLW,FC1=CC=CC=C1C(N2CCCC2)CC3=CC=CC=C3,4.332559777884797,3.7354443167839566,4.332559777884797
2-HO-PCP,Arylcyclohexylamines,HYRXMRJOHRWNFJ-UHFFFAOYSA-N,HYRXMRJOHRWNFJ,N1(CCCCC1)C1(CCCCC1)C1=C(C=CC=C1)O,3.626191132277757,3.20153919081483,3.6647440506024687
2-MABB,Arylalkylamines,YBPPNDUCEMDPJZ-UHFFFAOYSA-N,YBPPNDUCEMDPJZ,CCC(NC)CC(O1)=CC2=C1C=CC=C2,3.6782709706061776,2.770273110440209,3.6782709706061776
2-MAPB,Arylalkylamines,ANJIDHKQUCZNQY-UHFFFAOYSA-N,ANJIDHKQUCZNQY,CC(NC)CC(O1)=CC2=C1C=CC=C2,3.5260302532061063,2.7585031403198554,3.5260302532061063
2-MEC,Cathinones,DGQUHAZEXMTKBQ-UHFFFAOYSA-N,DGQUHAZEXMTKBQ,CC(NCC)C(C1=CC=CC=C1C)=O,3.542990823849273,3.1873771082350437,3.6184411788978865
2-Me-DMT,Indolalkylamines,NDGCOWDSLVNLGE-UHFFFAOYSA-N,NDGCOWDSLVNLGE,CC(N1)=C(CCN(C)C)C2=C1C=CC=C2,3.4446446011142666,3.2065637856515736,3.978179218742549
2-MeO-Ketamine,Arylcyclohexylamines,OYAUVHORXFUVAJ-UHFFFAOYSA-N,OYAUVHORXFUVAJ,O=C1C(NC)(C2=CC=CC=C2OC)CCCC1,3.4253100493249167,2.8866311736469163,3.4253100493249167
2-MeO-PCMo,Arylcyclohexylamines,MABFVFHMFZMFHE-UHFFFAOYSA-N,MABFVFHMFZMFHE,COC1=C(C=CC=C1)C1(CCCCC1)N1CCOCC1,3.3626248289614376,2.71228515007232,3.771241404984617
2'-MeO-PCP,Arylcyclohexylamines,FHUOFGBHISRHIG-UHFFFAOYSA-N,FHUOFGBHISRHIG,COC1C(CCCC1)(C1=CC=CC=C1)N1CCCCC1,3.6282889636373437,3.1673832709760137,3.8535458800091766
2-MeO-PCP,Arylcyclohexylamines,LXCWYHACPDONOX-UHFFFAOYSA-N,LXCWYHACPDONOX,COC1=C(C=CC=C1)C1(CCCCC1)N1CCCCC1,3.5528621639170117,3.1252944289272184,3.6663170913846517
2-Me-PCE,Arylcyclohexylamines,RKBZQYTYSMJJGP-UHFFFAOYSA-N,RKBZQYTYSMJJGP,C(C)NC1(CCCCC1)C1=C(C=CC=C1)C,4.1934711002109495,3.5443186822261765,4.1934711002109495
2-Me-PCP,Arylcyclohexylamines,BTVRTYILYFQDEB-UHFFFAOYSA-N,BTVRTYILYFQDEB,CC1=C(C=CC=C1)C1(CCCCC1)N1CCCCC1,4.00243307435285,3.5848889998697144,4.00243307435285
2'-Me-PVP,Cathinones,VVIVTDYOMWHKAE-UHFFFAOYSA-N,VVIVTDYOMWHKAE,CC1=C(C=CC=C1)C(C(CCC)N1CCCC1)=O,3.758936293591067,3.1313307446076237,3.941071552138812
2-Methoxy butyryl fentanyl,Opioids,RWKPKWZAKCWONI-UHFFFAOYSA-N,RWKPKWZAKCWONI,CCCC(N(C1=CC=CC=C1OC)C2CCN(CCC3=CC=CC=C3)CC2)=O,3.894629963958149,3.1717372874632326,4.053810432810384
2-methoxyamphetamine,Phenethylamines,VBAHFEPKESUPDE-UHFFFAOYSA-N,VBAHFEPKESUPDE,CC(N)CC1=CC=CC=C1OC,3.22381029464287,2.3054041620643346,3.22381029464287
2-methyl AP-237,Opioids,CRSFXYZFNAFVFC-YRNVUSSQSA-N,CRSFXYZFNAFVFC,CCCC(=O)N1CCN(CC1C)CC=CC2=CC=CC=C2,4.074132260497479,3.54288110613975,4.074132260497479
2-Methyl carfentanil,Opioids,NCXBGGXCWSFMAM-UHFFFAOYSA-N,NCXBGGXCWSFMAM,CC1=C(C=CC=C1)N(C1(CCN(CC1)CCC1=CC=CC=C1)C(=O)OC)C(CC)=O,3.8705361478082017,3.042235545832662,4.004918865129692
2-Methylamphetamine,Phenethylamines,ZEMQBDFHXOOXLY-UHFFFAOYSA-N,ZEMQBDFHXOOXLY,CC(N)CC1=CC=CC=C1C,3.675587945734034,2.5593332429303794,3.7695020589999144
2-methylethylbuphedrone,Cathinones,WKVGDVSMHJCRST-UHFFFAOYSA-N,WKVGDVSMHJCRST,C(C)NC(C(=O)C1=C(C=CC=C1)C)CC,3.69416237691963,3.2016853459696795,3.69416237691963
2-Methylfentanyl,Opioids,QPDYAAIBZKUFRI-UHFFFAOYSA-N,QPDYAAIBZKUFRI,CC1N(CCC(C1)N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1,4.300453620756901,3.6771798088760095,4.300453620756901
2-MMA,Phenethylamines,OEHAYUOVELTAPG-UHFFFAOYSA-N,OEHAYUOVELTAPG,CC(NC)CC1=CC=CC=C1OC,3.305297905782306,2.80420953307523,3.3259052358486447
2-MMC,Cathinones,PRGXFAWAMOFULD-UHFFFAOYSA-N,PRGXFAWAMOFULD,CNC(C(=O)C1=C(C=CC=C1)C)C,3.463133513359655,3.035374484680834,3.463133513359655
2-Naphthyl U-47700,Opioids,YRZZSLYUFWBIIK-RTBURBONSA-N,YRZZSLYUFWBIIK,CN([C@H]1[C@@H](CCCC1)N(C(=O)C1=CC2=CC=CC=C2C=C1)C)C,4.365280102310156,3.6236601381319,4.365280102310156
2-NMC,Cathinones,GYXHTKZVPMDHQT-UHFFFAOYSA-N,GYXHTKZVPMDHQT,CN(C(C(C)C)=O)C1=CC=C(C=C1)C,3.196665721240204,2.8278605624015176,3.196665721240204
2-Oxo-3-hydroxy-LSD,Indolalkylamines,YSZSHHCNLVHCNV-VRORWYBRSA-N,YSZSHHCNLVHCNV,CCN(CC)C(=O)C1CN(C2CC3(C4=C(C2=C1)C=CC=C4NC3=O)O)C,3.7024213791858376,2.8629293503497215,3.7671600855555507
2-Oxo-Pce,Arylcyclohexylamines,IDLSBAANXISGEI-UHFFFAOYSA-N,IDLSBAANXISGEI,C(C)NC1(C(CCCC1)=O)C1=CC=CC=C1,3.647765555724247,3.2414267706805555,3.647765555724247
2'-Oxo-PCP,Arylcyclohexylamines,NVKXODIIEPKREY-UHFFFAOYSA-N,NVKXODIIEPKREY,C1(=CC=CC=C1)C1(C(CCCC1)=O)N1CCCCC1,3.714852902725441,3.2539472100641116,3.983459954433121
2'-Oxo-PCPr,Arylcyclohexylamines,ZMEVRCIPFIEDEN-UHFFFAOYSA-N,ZMEVRCIPFIEDEN,C1(=CC=CC=C1)C1(C(CCCC1)=O)NCCC,3.765991578424077,3.322456322335455,3.8458235040448945
2PYCP,Arylcyclohexylamines,XOYHYXWCQCHIJH-UHFFFAOYSA-N,XOYHYXWCQCHIJH,N1(CCCCC1)C1(CCCCC1)C1=NC=CC=C1,4.197650568231058,3.7302270618554862,4.197732830372568
"3-(2,3-Dimethylphenyl)-2-methyl-4-(3H)-quinazolinone",Unknown,JIKUUQKCXVSNPX-UHFFFAOYSA-N,JIKUUQKCXVSNPX,CC1=C(C=CC=C1C)N1C(=NC2=CC=CC=C2C1=O)C,3.901395370628829,3.3551824083551787,3.901395370628829
3-(4-hydroxymethylbenzoyl)-1-pentylindole,Cannabinoids,KAXVGIUZJKXDPE-UHFFFAOYSA-N,KAXVGIUZJKXDPE,O=C(C1=CC=C(CO)C=C1)C2=CN(CCCCC)C3=C2C=CC=C3,4.100380790792494,3.551172642153868,4.100380790792494
3-(p-Methoxybenzoyl)-N-methylindole,Cannabinoids,KTTKHPWYMHHUNK-UHFFFAOYSA-N,KTTKHPWYMHHUNK,O=C(C1=CC=C(OC)C=C1)C2=CN(C)C3=C2C=CC=C3,3.89565001554919,3.3112653850754827,3.89565001554919
"3',3',5'-TriMe-PCP",Arylcyclohexylamines,FXVPCLGZPNGIEM-UHFFFAOYSA-N,FXVPCLGZPNGIEM,CC1(CC(CC(C1)C)(C1=CC=CC=C1)N1CCCCC1)C,3.7901598417595856,3.376952862783385,3.7901598417595856
"3,3-Dimethylfentanyl",Opioids,NEBDAIASWHLNNP-UHFFFAOYSA-N,NEBDAIASWHLNNP,CC1(CN(CCC1N(C(CC)=O)C1=CC=CC=C1)CCC1=CC=CC=C1)C,4.340092745454674,3.621709824682343,4.340092745454674
"3,4-CFP",Piperazine derivates,MKXFXPRJCBUTLX-UHFFFAOYSA-N,MKXFXPRJCBUTLX,FC1=CC=C(N2CCNCC2)C=C1Cl,2.591652330416961,2.439060509273457,2.899503164566437
"3,4-dichloro-alpha-Pyrrolidinoisohexanophenone",Cathinones,LDEMVXKUGOTTEE-UHFFFAOYSA-N,LDEMVXKUGOTTEE,ClC=1C=C(C=CC1Cl)C(C(CC(C)C)N1CCCC1)=O,3.707035732139291,3.0985148221589456,3.839964509365068
"3,4-Dichloromethylphenidate",Piperidines & pyrrolidines,JUKMAYKVHWKRKY-UHFFFAOYSA-N,JUKMAYKVHWKRKY,ClC=1C=C(C=CC1Cl)C(C(=O)OC)C1NCCCC1,2.7124668219619115,2.1597894933270974,3.07260377558878
"3,4-dichloro-N,N-cyclohexylmethylmethcathinone",Cathinones,YOJYFWVGILSSIW-UHFFFAOYSA-N,YOJYFWVGILSSIW,CC(N(C1CCCCC1)C)C(C2=CC=C(Cl)C(Cl)=C2)=O,3.7246618807797898,3.15634728176835,3.7246618807797898
"3,4-difluoro Isopropyl U-47700",Opioids,PKDZZLVKOGJANU-IAGOWNOFSA-N,PKDZZLVKOGJANU,FC=1C=C(C(=O)N(C(C)C)[C@H]2[C@@H](CCCC2)N(C)C)C=CC1F,3.458669957331228,2.7656719246810564,3.458669957331228
"3,4-difluoro Propyl U-47700",Opioids,RVTOLUMXMICZQI-UHFFFAOYSA-N,RVTOLUMXMICZQI,CN(C1C(CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)CCC)C,3.3752434357356718,2.681303444242553,3.3752434357356718
"3,4-difluoro U-49900",Opioids,PEGDKTUISFACAJ-IAGOWNOFSA-N,PEGDKTUISFACAJ,C(C)N([C@H]1[C@@H](CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)C)CC,3.655400259412141,2.9118593895790874,3.655400259412141
"3,4-difluoro U-50488",Opioids,SLVWKYAQSZKFAZ-QZTJIDSGSA-N,SLVWKYAQSZKFAZ,FC=1C=C(C=CC1F)CC(=O)N([C@H]1[C@@H](CCCC1)N1CCCC1)C,4.02373276389871,3.336705574129101,4.02373276389871
"3,4-difluoro-N,N-didesmethyl U-47700",Opioids,QMTPIBCBVAFSGN-CHWSQXEVSA-N,QMTPIBCBVAFSGN,N[C@H]1[C@@H](CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)C,3.151425543792126,2.7884019429171594,3.258189721534995
"3,4-Difluoro-U-47700",Opioids,NKTBCDDEERGNEI-UHFFFAOYSA-N,NKTBCDDEERGNEI,CN(C1C(CCCC1)N(C(C1=CC(=C(C=C1)F)F)=O)C)C,3.2697400968022623,2.827678378278963,3.287777752194028
"3,4-Dihydroxyamphetamine",Phenethylamines,KSRGADMGIRTXAF-UHFFFAOYSA-N,KSRGADMGIRTXAF,NC(CC=1C=C(C(=CC1)O)O)C,2.544300952047367,1.474053116006811,2.544300952047367
"3,4-dimethoxy-a-PHP",Cathinones,KAWWDIAYCGMAPE-UHFFFAOYSA-N,KAWWDIAYCGMAPE,CCCCC(N1CCCC1)C(C2=CC=C(OC)C(OC)=C2)=O,3.7218985960000133,3.023502556293827,4.104728858199993
"3,4-dimethoxy-a-PVP",Cathinones,AGRVUDWDZKZCAA-UHFFFAOYSA-N,AGRVUDWDZKZCAA,CCCC(N1CCCC1)C(C2=CC=C(OC)C(OC)=C2)=O,3.6879229719973208,3.0065079808821578,4.131283202623932
"3,4-Dimethyl Alpha-PVP",Cathinones,IKKXRCRMSQZNLG-UHFFFAOYSA-N,IKKXRCRMSQZNLG,CC=1C=C(C=CC1C)C(C(CCC)N1CCCC1)=O,3.8816157906861126,3.236585461478504,4.092918109854797
"3,4-Dimethylethcathinone (3,4-DMEC)",Cathinones,AOXOTNQJKCPNGK-UHFFFAOYSA-N,AOXOTNQJKCPNGK,CC(NCC)C(C1=CC=C(C)C(C)=C1)=O,3.7188677754306556,3.23410426468344,3.850372623757755
"3,4-dimethylmethcathinone noreph. metab.",Unknown,WIKRRQKIMRAREF-UHFFFAOYSA-N,WIKRRQKIMRAREF,CC(N)C(C1=CC=C(C)C(C)=C1)O,2.824307505863641,2.635948918738625,3.1092946416987326
"3,4-DMA",Phenethylamines,KAZPHAGSWZTKDW-UHFFFAOYSA-N,KAZPHAGSWZTKDW,CC(N)CC1=CC=C(OC)C(OC)=C1,2.850822546109214,2.4606819251218672,2.8634238280438593
"3,4-DMA NBOMe",Phenethylamines,RKXGZUWEWZYDAS-UHFFFAOYSA-N,RKXGZUWEWZYDAS,CC(NCC1=CC=CC=C1OC)CC2=CC=C(OC)C(OC)=C2,4.398656297082537,3.6755583141138057,4.398656297082537
"3,4-DMAR",Unknown,AINPTMZQNYUGDW-UHFFFAOYSA-N,AINPTMZQNYUGDW,N=C1OC(C2=CC=CC=C2)C(C)N1C,3.0508341936408563,3.0508341936408563,3.472513412223056
"3,4-DMMC",Cathinones,IBZRXTVDTGVBIS-UHFFFAOYSA-N,IBZRXTVDTGVBIS,CC(NC)C(C1=CC=C(C)C(C)=C1)=O,3.419166884690875,3.073434031276162,3.5419586222513337
"3,4-EDMA",Phenethylamines,UJKWLAZYSLJTKA-UHFFFAOYSA-N,UJKWLAZYSLJTKA,O1CCOC2=C1C=C(C=C2)CC(C)NC,3.287276791871447,2.7641873356611306,3.287276791871447
"3,4-EDMC",Cathinones,MRFMNGZRIIBJTB-UHFFFAOYSA-N,MRFMNGZRIIBJTB,O1CCOC2=C1C=CC(=C2)C(C(C)NC)=O,3.0048661631307843,2.710977510218677,3.339805989965282
"3,4-ethylenedioxy U-47700",Opioids,KKMGSAIPMRCJFU-UHFFFAOYSA-N,KKMGSAIPMRCJFU,CN(C1C(CCCC1)N(C(=O)C1=CC2=C(OCCO2)C=C1)C)C,3.520119887953352,2.8768211075177312,3.8072470043357853
"3,4-ethylenedioxy U-51754",Opioids,XJOJZKGOCBYKGW-UHFFFAOYSA-N,XJOJZKGOCBYKGW,O1CCOC2=C1C=CC(=C2)CC(=O)N(C)C2C(CCCC2)N(C)C,3.9397644169370016,3.241362197070718,4.138287959935872
"3,4-HHMA",Phenethylamines,NTCPGTZTPGFNOM-UHFFFAOYSA-N,NTCPGTZTPGFNOM,OC1=CC=C(CC(NC)C)C=C1O,3.22460828517106,2.596442946394484,3.22460828517106
