Ionization Mode;name;pH_aq;CAS Registry Number;DTXSID;MS-Ready DTXCID;Number of Mixtures;Mixture;Retention Time;Concentration Level;Concentration (mM);Observed Intensity;Normalization Factor;Normalized Intensity;log-log Calibration Curve Intercept;log-log Calibration Curve Slope;Calibration Curve Concentration Estimate (mM);Upper-Bound Calibration Curve Concentration Estimate (mM);Lower-Bound Calibration Curve Concentration Estimate (mM);True Concentration Within CC-Based Concentration Bounds?;Error Quotient: Upper-Bound Calibration Curve Concentration Estimate / True Concentration;Response Factor;Upper-Bound RF-Based Concentration Estimate (mM);Lower-Bound RF-Based Concentration Estimate (mM);True Concentration Within RF-Based Concentration Bounds?;Error Quotient: Upper-Bound RF-Based Concentration Estimate / True Concentration;logIE;instrument;source;solvent;doi;Box-Cox Transformed Response Factor (l = -0.106);Linear Mixed-Effects Model Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Upper-Bound Transformed Response Factor Estimate;Smoothed Linear Mixed-Effects Model Lower-Bound Transformed Response Factor Estimate;IE-Based RF Imputed with Minimum RF / √2;Upper-Bound IE-Based Concentration Estimate (mM);Lower-Bound IE-Based Concentration Estimate (mM);True Concentration Within IE-Based Concentration Bounds?;Error Quotient: Upper-Bound IE-Based Concentration Estimate / True Concentration;Prediction Quotient: Upper-Bound RF-Based Concentration Estimate / Upper Bound IE-Based Concentration Estimate
Esi-;UK-156819;6;162706-14-1;DTXSID2047309;DTXCID0027309;1;508;6.78;High;0.49;2.98E+05;1.283;3.83E+05;5.87;0.92;0.49;NA;NA;;NA;7.82E+05;1.383;0.008;YES;2.822;0.815;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.195;7.398;7.916;6.88;NO;1.694;0.013;YES;3.457;0.816
Esi-;Octylparaben;6;1219-38-1;DTXSID0047957;DTXCID0027933;1;505;11.83;Low;0.024;1.20E+06;0.609;7.32E+05;7.36;0.895;0.021;NA;NA;;NA;3.05E+07;2.644;0.016;YES;110.169;1.335;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.916;7.454;7.972;6.936;NO;2.635;0.017;YES;109.774;1.004
Esi-;Octylparaben;6;1219-38-1;DTXSID0047957;DTXCID0027933;1;505;11.83;Mid;0.122;6.98E+06;0.621;4.33E+06;7.36;0.895;0.156;NA;NA;;NA;3.55E+07;15.638;0.096;YES;128.182;1.335;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.94;7.454;7.972;6.936;NO;15.582;0.099;YES;127.723;1.004
Esi-;Octylparaben;6;1219-38-1;DTXSID0047957;DTXCID0027933;1;505;11.83;High;0.49;1.68E+07;0.636;1.07E+07;7.36;0.895;0.429;NA;NA;;NA;2.18E+07;38.629;0.237;YES;78.835;1.335;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.861;7.454;7.972;6.936;NO;38.491;0.245;YES;78.553;1.004
Esi-;Acesulfame potassium;6;55589-62-3;DTXSID1030606;DTXCID0027983;1;502;0.42;Low;0.061;2.19E+05;0.531;1.16E+05;6.49;1.176;0.061;NA;NA;;NA;1.90E+06;0.419;0.003;YES;6.874;0.099;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.397;7.321;7.838;6.804;NO;0.678;0.006;YES;11.12;0.618
Esi-;Acesulfame potassium;6;55589-62-3;DTXSID1030606;DTXCID0027983;1;502;0.42;Mid;0.244;1.19E+06;0.484;5.77E+05;6.49;1.176;0.24;NA;NA;;NA;2.37E+06;2.084;0.013;YES;8.541;0.099;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.443;7.321;7.838;6.804;NO;3.371;0.03;YES;13.816;0.618
Esi-;Acesulfame potassium;6;55589-62-3;DTXSID1030606;DTXCID0027983;1;502;0.42;High;0.732;4.38E+06;0.493;2.16E+06;6.49;1.176;0.738;NA;NA;;NA;2.95E+06;7.802;0.048;YES;10.659;0.099;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.489;7.321;7.838;6.804;NO;12.621;0.113;YES;17.242;0.618
Esi-;Pirinixic acid;6;50892-23-4;DTXSID4020290;DTXCID00290;1;505;6.06;Low;0.024;4.91E+04;0.609;2.99E+04;5.97;0.908;0.022;NA;NA;;NA;1.25E+06;0.108;0.001;YES;4.502;1.333;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.303;7.454;7.972;6.936;NO;0.108;0.001;YES;4.489;1.003
Esi-;Pirinixic acid;6;50892-23-4;DTXSID4020290;DTXCID00290;1;505;6.06;Mid;0.122;2.55E+05;0.621;1.58E+05;5.97;0.908;0.141;NA;NA;;NA;1.30E+06;0.572;0.004;YES;4.686;1.333;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.312;7.454;7.972;6.936;NO;0.57;0.004;YES;4.672;1.003
Esi-;Pirinixic acid;6;50892-23-4;DTXSID4020290;DTXCID00290;1;505;6.06;High;0.49;7.21E+05;0.636;4.58E+05;5.97;0.908;0.454;NA;NA;;NA;9.35E+05;1.655;0.01;YES;3.377;1.333;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.237;7.454;7.972;6.936;NO;1.65;0.011;YES;3.368;1.003
Esi-;2-Aminobenzimidazole;6;934-32-7;DTXSID1024465;DTXCID004465;1;508;0.93;Mid;0.122;1.52E+05;1.411;2.15E+05;6;0.73;0.122;NA;NA;;NA;1.76E+06;0.775;0.005;YES;6.355;0.196;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.38;7.332;7.849;6.815;NO;1.208;0.011;YES;9.903;0.642
Esi-;2-Aminobenzimidazole;6;934-32-7;DTXSID1024465;DTXCID004465;1;508;0.93;High;0.49;4.62E+05;1.283;5.92E+05;6;0.73;0.49;NA;NA;;NA;1.21E+06;2.139;0.013;YES;4.365;0.196;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.296;7.332;7.849;6.815;NO;3.333;0.029;YES;6.802;0.642
Esi-;Ethionamide;6;536-33-4;DTXSID0020577;DTXCID00577;1;505;1.8;Low;0.024;1.12E+05;0.609;6.83E+04;6.56;1.049;0.023;NA;NA;;NA;2.85E+06;0.247;0.002;YES;10.275;-0.148;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.482;7.295;7.812;6.778;NO;0.438;0.004;YES;18.258;0.563
Esi-;Ethionamide;6;536-33-4;DTXSID0020577;DTXCID00577;1;505;1.8;Mid;0.122;7.41E+05;0.621;4.60E+05;6.56;1.049;0.139;NA;NA;;NA;3.77E+06;1.662;0.01;YES;13.62;-0.148;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.539;7.295;7.812;6.778;NO;2.953;0.028;YES;24.202;0.563
Esi-;Ethionamide;6;536-33-4;DTXSID0020577;DTXCID00577;1;505;1.8;High;0.49;2.52E+06;0.636;1.60E+06;6.56;1.049;0.456;NA;NA;;NA;3.26E+06;5.775;0.035;YES;11.786;-0.148;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.51;7.295;7.812;6.778;NO;10.262;0.098;YES;20.943;0.563
Esi-;YM218;6;NOCAS_48176;DTXSID1048176;DTXCID00911728;1;503;6;Mid;0.0793;7.28E+04;1.812;1.32E+05;6.04;0.831;0.079;NA;NA;;NA;1.66E+06;0.476;0.003;YES;6.008;1.387;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.367;7.46;7.978;6.941;NO;0.465;0.003;YES;5.862;1.025
Esi-;YM218;6;NOCAS_48176;DTXSID1048176;DTXCID00911728;1;503;6;High;0.3185;2.63E+05;1.594;4.19E+05;6.04;0.831;0.319;NA;NA;;NA;1.32E+06;1.514;0.009;YES;4.753;1.387;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.315;7.46;7.978;6.941;NO;1.477;0.009;YES;4.638;1.025
Esi-;4-Nitroanthranilic acid;6;619-17-0;DTXSID8020963;DTXCID00963;1;505;0.54;Low;0.024;1.44E+05;0.609;8.76E+04;6.41;0.877;0.021;NA;NA;;NA;3.65E+06;0.316;0.002;YES;13.176;0.858;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.532;7.403;7.921;6.885;NO;0.381;0.003;YES;15.873;0.83
Esi-;4-Nitroanthranilic acid;6;619-17-0;DTXSID8020963;DTXCID00963;1;505;0.54;Mid;0.122;8.37E+05;0.621;5.20E+05;6.41;0.877;0.161;NA;NA;;NA;4.26E+06;1.877;0.012;YES;15.383;0.858;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.563;7.403;7.921;6.885;NO;2.261;0.017;YES;18.531;0.83
Esi-;4-Nitroanthranilic acid;6;619-17-0;DTXSID8020963;DTXCID00963;1;505;0.54;High;0.49;1.90E+06;0.636;1.21E+06;6.41;0.877;0.422;NA;NA;;NA;2.47E+06;4.368;0.027;YES;8.914;0.858;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.452;7.403;7.921;6.885;NO;5.262;0.038;YES;10.739;0.83
Esi-;6-Propyl-2-thiouracil;6;51-52-5;DTXSID5021209;DTXCID101209;1;505;0.95;Mid;0.122;3.26E+05;0.621;2.02E+05;6.01;0.773;0.122;NA;NA;;NA;1.66E+06;0.731;0.004;YES;5.992;-0.251;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.367;7.284;7.8;6.767;NO;1.35;0.013;YES;11.068;0.541
Esi-;6-Propyl-2-thiouracil;6;51-52-5;DTXSID5021209;DTXCID101209;1;505;0.95;High;0.49;9.33E+05;0.636;5.93E+05;6.01;0.773;0.49;NA;NA;;NA;1.21E+06;2.141;0.013;YES;4.37;-0.251;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.296;7.284;7.8;6.767;NO;3.955;0.039;YES;8.072;0.541
Esi-;Methoxyfenozide;6;161050-58-4;DTXSID3032628;DTXCID1012628;1;505;8.75;Low;0.024;1.27E+06;0.609;7.76E+05;7.34;0.875;0.022;NA;NA;;NA;3.23E+07;2.803;0.017;YES;116.786;2.05;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.925;7.531;8.05;7.012;NO;2.086;0.011;YES;86.904;1.344
Esi-;Methoxyfenozide;6;161050-58-4;DTXSID3032628;DTXCID1012628;1;505;8.75;Mid;0.122;6.50E+06;0.621;4.04E+06;7.34;0.875;0.146;NA;NA;;NA;3.31E+07;14.573;0.089;YES;119.45;2.05;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.929;7.531;8.05;7.012;NO;10.844;0.055;YES;88.886;1.344
Esi-;Methoxyfenozide;6;161050-58-4;DTXSID3032628;DTXCID1012628;1;505;8.75;High;0.49;1.69E+07;0.636;1.07E+07;7.34;0.875;0.446;NA;NA;;NA;2.19E+07;38.803;0.238;YES;79.19;2.05;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.862;7.531;8.05;7.012;NO;28.874;0.147;YES;58.927;1.344
Esi-;Nilutamide;6;63612-50-0;DTXSID3034165;DTXCID1014165;1;505;6.42;Low;0.024;6.13E+05;0.609;3.73E+05;7.12;0.943;0.023;NA;NA;;NA;1.56E+07;1.348;0.008;YES;56.152;2.091;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.803;7.535;8.054;7.016;NO;0.986;0.005;YES;41.078;1.367
Esi-;Nilutamide;6;63612-50-0;DTXSID3034165;DTXCID1014165;1;505;6.42;Mid;0.122;3.17E+06;0.621;1.97E+06;7.12;0.943;0.134;NA;NA;;NA;1.61E+07;7.105;0.044;YES;58.24;2.091;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.81;7.535;8.054;7.016;NO;5.198;0.026;YES;42.605;1.367
Esi-;Nilutamide;6;63612-50-0;DTXSID3034165;DTXCID1014165;1;505;6.42;High;0.49;1.00E+07;0.636;6.38E+06;7.12;0.943;0.466;NA;NA;;NA;1.30E+07;23.04;0.141;YES;47.02;2.091;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.772;7.535;8.054;7.016;NO;16.855;0.085;YES;34.397;1.367
Esi-;Flufenpyr-ethyl;6;188489-07-8;DTXSID3034618;DTXCID1014618;1;501;10.16;Mid;0.122;1.25E+05;0.498;6.21E+04;5.81;1.111;0.122;NA;NA;;NA;5.09E+05;0.224;0.001;YES;1.836;2.277;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.091;7.555;8.074;7.036;NO;0.152;0.001;YES;1.243;1.478
Esi-;Flufenpyr-ethyl;6;188489-07-8;DTXSID3034618;DTXCID1014618;1;501;10.16;High;0.49;5.28E+05;0.551;2.91E+05;5.81;1.111;0.49;NA;NA;;NA;5.93E+05;1.05;0.006;YES;2.143;2.277;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.129;7.555;8.074;7.036;NO;0.71;0.003;YES;1.45;1.478
Esi-;Pioglitazone hydrochloride;6;112529-15-4;DTXSID3044203;DTXCID1017129;1;505;7.97;Low;0.024;2.94E+05;0.609;1.79E+05;6.47;0.726;0.021;NA;NA;;NA;7.45E+06;0.645;0.004;YES;26.89;1.25;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.671;7.445;7.963;6.927;NO;0.665;0.004;YES;27.724;0.97
Esi-;Pioglitazone hydrochloride;6;112529-15-4;DTXSID3044203;DTXCID1017129;1;505;7.97;Mid;0.122;1.25E+06;0.621;7.76E+05;6.47;0.726;0.16;NA;NA;;NA;6.36E+06;2.801;0.017;YES;22.962;1.25;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.641;7.445;7.963;6.927;NO;2.888;0.019;YES;23.674;0.97
Esi-;Pioglitazone hydrochloride;6;112529-15-4;DTXSID3044203;DTXCID1017129;1;505;7.97;High;0.49;2.47E+06;0.636;1.57E+06;6.47;0.726;0.423;NA;NA;;NA;3.21E+06;5.676;0.035;YES;11.584;1.25;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.506;7.445;7.963;6.927;NO;5.852;0.038;YES;11.943;0.97
Esi-;Endosulfan sulfate;6;1031-07-8;DTXSID3037541;DTXCID1017541;1;506;10.15;Low;0.024;9.92E+04;1.652;1.64E+05;6.76;0.964;0.025;NA;NA;;NA;6.83E+06;0.591;0.004;YES;24.646;1.945;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.655;7.519;8.038;7.001;NO;0.46;0.002;YES;19.153;1.287
Esi-;Endosulfan sulfate;6;1031-07-8;DTXSID3037541;DTXCID1017541;1;506;10.15;Mid;0.122;4.73E+05;1.517;7.18E+05;6.76;0.964;0.114;NA;NA;;NA;5.88E+06;2.591;0.016;YES;21.235;1.945;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.626;7.519;8.038;7.001;NO;2.013;0.011;YES;16.502;1.287
Esi-;Endosulfan sulfate;6;1031-07-8;DTXSID3037541;DTXCID1017541;1;506;10.15;High;0.49;2.00E+06;1.508;3.02E+06;6.76;0.964;0.507;NA;NA;;NA;6.16E+06;10.894;0.067;YES;22.233;1.945;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.635;7.519;8.038;7.001;NO;8.466;0.045;YES;17.278;1.287
Esi-;3-Trifluoromethyl-4-nitrophenol;6;88-30-2;DTXSID7021788;DTXCID101788;1;505;4.95;Low;0.024;1.43E+06;0.609;8.69E+05;7.56;0.995;0.023;NA;NA;;NA;3.62E+07;3.136;0.019;YES;130.646;1.796;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.943;7.503;8.022;6.985;NO;2.59;0.014;YES;107.925;1.211
Esi-;3-Trifluoromethyl-4-nitrophenol;6;88-30-2;DTXSID7021788;DTXCID101788;1;505;4.95;Mid;0.122;7.69E+06;0.621;4.77E+06;7.56;0.995;0.129;NA;NA;;NA;3.91E+07;17.234;0.106;YES;141.264;1.796;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.955;7.503;8.022;6.985;NO;14.237;0.079;YES;116.696;1.211
Esi-;3-Trifluoromethyl-4-nitrophenol;6;88-30-2;DTXSID7021788;DTXCID101788;1;505;4.95;High;0.49;2.74E+07;0.636;1.74E+07;7.56;0.995;0.475;NA;NA;;NA;3.55E+07;62.834;0.385;YES;128.233;1.796;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.94;7.503;8.022;6.985;NO;51.907;0.287;YES;105.932;1.211
Esi-;PFOSA;6;754-91-6;DTXSID3038939;DTXCID1018939;1;506;11.5;Low;0.024;2.82E+05;1.652;4.66E+05;7.35;1.039;0.024;NA;NA;;NA;1.94E+07;1.681;0.01;YES;70.039;2.637;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.841;7.593;8.113;7.074;NO;0.977;0.004;YES;40.723;1.72
Esi-;PFOSA;6;754-91-6;DTXSID3038939;DTXCID1018939;1;506;11.5;Mid;0.122;1.60E+06;1.517;2.43E+06;7.35;1.039;0.119;NA;NA;;NA;1.99E+07;8.764;0.054;YES;71.834;2.637;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.845;7.593;8.113;7.074;NO;5.096;0.021;YES;41.767;1.72
Esi-;PFOSA;6;754-91-6;DTXSID3038939;DTXCID1018939;1;506;11.5;High;0.49;7.11E+06;1.508;1.07E+07;7.35;1.039;0.497;NA;NA;;NA;2.19E+07;38.684;0.237;YES;78.946;2.637;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.861;7.593;8.113;7.074;NO;22.492;0.094;YES;45.903;1.72
Esi-;AVE6324;6;NOCAS_47377;DTXSID0047377;DTXCID10197213;1;504;10.43;Mid;0.122;6.99E+04;1.519;1.06E+05;5.61;0.641;0.122;NA;NA;;NA;8.70E+05;0.383;0.002;YES;3.142;2.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.22;7.535;8.055;7.017;NO;0.28;0.001;YES;2.294;1.369
Esi-;AVE6324;6;NOCAS_47377;DTXSID0047377;DTXCID10197213;1;504;10.43;High;0.49;1.62E+05;1.602;2.59E+05;5.61;0.641;0.49;NA;NA;;NA;5.28E+05;0.934;0.006;YES;1.907;2.095;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.1;7.535;8.055;7.017;NO;0.682;0.003;YES;1.392;1.369
Esi-;Topiramate;6;97240-79-4;DTXSID8023688;DTXCID10208919;1;505;2.78;Low;0.024;6.60E+04;0.609;4.02E+04;6.03;0.872;0.023;NA;NA;;NA;1.68E+06;0.145;0.001;YES;6.049;1.885;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.369;7.513;8.032;6.994;NO;0.116;0.001;YES;4.819;1.255
Esi-;Topiramate;6;97240-79-4;DTXSID8023688;DTXCID10208919;1;505;2.78;Mid;0.122;2.89E+05;0.621;1.80E+05;6.03;0.872;0.13;NA;NA;;NA;1.47E+06;0.648;0.004;YES;5.312;1.885;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.34;7.513;8.032;6.994;NO;0.516;0.003;YES;4.232;1.255
Esi-;Topiramate;6;97240-79-4;DTXSID8023688;DTXCID10208919;1;505;2.78;High;0.49;8.73E+05;0.636;5.55E+05;6.03;0.872;0.474;NA;NA;;NA;1.13E+06;2.004;0.012;YES;4.089;1.885;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.281;7.513;8.032;6.994;NO;1.596;0.009;YES;3.258;1.255
Esi-;Piragliatin;6;625114-41-2;DTXSID3048520;DTXCID10210279;1;502;3.51;Low;0.01525;8.35E+04;0.531;4.43E+04;6.61;1.079;0.015;NA;NA;;NA;2.91E+06;0.16;0.001;YES;10.49;1.761;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.486;7.5;8.018;6.981;NO;0.134;0.001;YES;8.793;1.193
Esi-;Piragliatin;6;625114-41-2;DTXSID3048520;DTXCID10210279;1;502;3.51;Mid;0.061;4.34E+05;0.484;2.10E+05;6.61;1.079;0.063;NA;NA;;NA;3.45E+06;0.759;0.005;YES;12.438;1.761;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.521;7.5;8.018;6.981;NO;0.636;0.004;YES;10.426;1.193
Esi-;Piragliatin;6;625114-41-2;DTXSID3048520;DTXCID10210279;1;502;3.51;High;0.183;1.31E+06;0.493;6.44E+05;6.61;1.079;0.179;NA;NA;;NA;3.52E+06;2.323;0.014;YES;12.696;1.761;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.525;7.5;8.018;6.981;NO;1.947;0.011;YES;10.642;1.193
Esi-;2,5-Dichloro-3-nitrobenzoic acid;6;88-86-8;DTXSID3041372;DTXCID1021372;1;506;0.97;Mid;0.0976;2.08E+05;1.517;3.15E+05;6.43;0.923;0.098;NA;NA;;NA;3.23E+06;1.136;0.007;YES;11.644;1.137;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.507;7.433;7.951;6.915;NO;1.226;0.008;YES;12.56;0.927
Esi-;2,5-Dichloro-3-nitrobenzoic acid;6;88-86-8;DTXSID3041372;DTXCID1021372;1;506;0.97;High;0.392;7.53E+05;1.508;1.14E+06;6.43;0.923;0.392;NA;NA;;NA;2.90E+06;4.099;0.025;YES;10.456;1.137;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.485;7.433;7.951;6.915;NO;4.421;0.03;YES;11.279;0.927
Esi-;N-(3,4-Dichlorophenyl)-N'-methylurea;6;3567-62-2;DTXSID3042180;DTXCID1022180;1;501;5.88;Low;0.024;8.58E+05;0.534;4.58E+05;7.3;1.014;0.024;NA;NA;;NA;1.91E+07;1.653;0.01;YES;68.886;1.054;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.838;7.424;7.942;6.906;NO;1.843;0.013;YES;76.787;0.897
Esi-;N-(3,4-Dichlorophenyl)-N'-methylurea;6;3567-62-2;DTXSID3042180;DTXCID1022180;1;501;5.88;Mid;0.122;4.67E+06;0.498;2.33E+06;7.3;1.014;0.12;NA;NA;;NA;1.91E+07;8.4;0.051;YES;68.854;1.054;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.838;7.424;7.942;6.906;NO;9.364;0.065;YES;76.751;0.897
Esi-;N-(3,4-Dichlorophenyl)-N'-methylurea;6;3567-62-2;DTXSID3042180;DTXCID1022180;1;501;5.88;High;0.49;1.77E+07;0.551;9.77E+06;7.3;1.014;0.494;NA;NA;;NA;1.99E+07;35.266;0.216;YES;71.972;1.054;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.846;7.424;7.942;6.906;NO;39.311;0.272;YES;80.227;0.897
Esi-;N,N'-Dibutylurea;6;1792-17-2;DTXSID3042188;DTXCID1022188;1;501;5.03;Mid;0.0732;4.23E+04;0.498;2.11E+04;5.53;1.065;0.073;NA;NA;;NA;2.88E+05;0.076;0;YES;1.039;0.668;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.945;7.382;7.9;6.865;NO;0.099;0.001;YES;1.349;0.77
Esi-;N,N'-Dibutylurea;6;1792-17-2;DTXSID3042188;DTXCID1022188;1;501;5.03;High;0.294;1.68E+05;0.551;9.27E+04;5.53;1.065;0.294;NA;NA;;NA;3.15E+05;0.335;0.002;YES;1.138;0.668;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;6.969;7.382;7.9;6.865;NO;0.434;0.003;YES;1.478;0.77
Esi-;Biochanin A;6;491-80-5;DTXSID1022394;DTXCID102394;1;502;7.04;Low;0.061;1.29E+06;0.531;6.86E+05;7.16;1.077;0.059;NA;NA;;NA;1.12E+07;2.476;0.015;YES;40.586;1.467;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.746;7.468;7.987;6.95;NO;2.339;0.014;YES;38.339;1.059
Esi-;Biochanin A;6;491-80-5;DTXSID1022394;DTXCID102394;1;502;7.04;Mid;0.244;7.05E+06;0.484;3.41E+06;7.16;1.077;0.262;NA;NA;;NA;1.40E+07;12.311;0.075;YES;50.456;1.467;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.785;7.468;7.987;6.95;NO;11.63;0.071;YES;47.663;1.059
Esi-;Biochanin A;6;491-80-5;DTXSID1022394;DTXCID102394;1;502;7.04;High;0.732;2.00E+07;0.493;9.87E+06;7.16;1.077;0.703;NA;NA;;NA;1.35E+07;35.631;0.218;YES;48.676;1.467;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.778;7.468;7.987;6.95;NO;33.658;0.206;YES;45.981;1.059
Esi-;3-Hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide;6;135-65-9;DTXSID3044544;DTXCID1024544;1;501;9.63;Low;0.024;1.28E+06;0.534;6.82E+05;7.62;1.097;0.024;NA;NA;;NA;2.84E+07;2.463;0.015;YES;102.617;1.776;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.904;7.501;8.02;6.983;NO;2.051;0.011;YES;85.479;1.2
Esi-;3-Hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide;6;135-65-9;DTXSID3044544;DTXCID1024544;1;501;9.63;Mid;0.122;8.47E+06;0.498;4.22E+06;7.62;1.097;0.125;NA;NA;;NA;3.46E+07;15.233;0.093;YES;124.86;1.776;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.936;7.501;8.02;6.983;NO;12.689;0.071;YES;104.007;1.2
Esi-;3-Hydroxy-N-(3-nitrophenyl)naphthalene-2-carboxamide;6;135-65-9;DTXSID3044544;DTXCID1024544;1;501;9.63;High;0.49;3.38E+07;0.551;1.86E+07;7.62;1.097;0.484;NA;NA;;NA;3.80E+07;67.297;0.412;YES;137.34;1.776;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.951;7.501;8.02;6.983;NO;56.058;0.312;YES;114.403;1.2
Esi-;Propane-1,3-diyl bis(4-aminobenzoate);6;57609-64-0;DTXSID3044960;DTXCID1024960;1;505;4.29;Mid;0.122;1.16E+05;0.621;7.23E+04;5.39;0.577;0.122;NA;NA;;NA;5.93E+05;0.261;0.002;YES;2.14;1.043;LC-QTOF;ESI;ACN/H2O (4mM ammonium formate);10.1007/s00216-022-04118;7.128;7.423;7.941;6.905;NO;0.292;0.002;YES;2.396;0.893
